Genome,Region_Type,antiSMASH_classif,new_classif,From,To,Size(bp),Most_similar_known_ cluster,Most_similar_classif,Similarity,Correct_name
GCA_002452945.1,Region&nbsp96.1,terpene,terpene,12731.0,27486,14755.0,carotenoid,Terpene,28%,GCA_002452945_contig096.region001
GCA_002452945.1,Region&nbsp141.1,arylpolyene,Others,5687.0,28083,22396.0,flexirubin,Polyketide,16%,GCA_002452945_contig141.region001
GCA_007990815.1,Region&nbsp35.1,terpene,terpene,13257.0,33868,20611.0,carotenoid,Terpene,28%,GCA_007990815_contig035.region001
GCA_002737105.1,Region&nbsp12.1,terpene,terpene,10738.0,31874,21136.0,,,,GCA_002737105_contig12.region001
GCA_002737105.1,Region&nbsp18.1,terpene,terpene,1.0,16033,16032.0,carotenoid,Terpene,28%,GCA_002737105_contig18.region001
GCA_014219635.1,Region&nbsp11.1,terpene,terpene,442971.0,463807,20836.0,carotenoid,Terpene,28%,GCA_014219635_contig11.region001
GCA_014219635.1,Region&nbsp33.1,siderophore,Siderophore,195994.0,207808,11814.0,putrebactin / avaroferrin,Other,40%,GCA_014219635_contig33.region001
GCA_014219635.1,Region&nbsp38.1,lanthipeptide,RiPPs,175806.0,200160,24354.0,,,,GCA_014219635_contig41.region001
GCA_013343175.2,Region&nbsp1,terpene,terpene,43678.0,68151,24473.0,carotenoid,Terpene,28%,GCA_013343175_contig1.region001
GCA_013343175.2,Region&nbsp2,"arylpolyene,resorcinol",Others,564479.0,621587,57108.0,flexirubin,Polyketide,86%,GCA_013343175_contig1.region002
GCA_013343175.2,Region&nbsp3,siderophore,Siderophore,793596.0,805326,11730.0,,,,GCA_013343175_contig1.region003
GCA_003269425.1,Region&nbsp1,arylpolyene,Others,1301819.0,1343114,41295.0,,,,GCA_003269425_contig1.region001
GCA_003269425.1,Region&nbsp2,terpene,terpene,1919554.0,1939604,20050.0,,,,GCA_003269425_contig1.region002
GCA_003269425.1,Region&nbsp3,LAP,RiPPs,2406178.0,2428367,22189.0,,,,GCA_003269425_contig1.region003
GCA_003269425.1,Region&nbsp4,terpene,terpene,2820176.0,2841015,20839.0,carotenoid,Terpene,28%,GCA_003269425_contig1.region004
GCA_003269425.1,Region&nbsp5,T3PKS,PKSIII,3500616.0,3541671,41055.0,,,,GCA_003269425_contig1.region005
GCA_900446705.1,Region&nbsp23.1,resorcinol,Others,1023140.0,1064267,41127.0,flexirubin,Polyketide,16%,GCA_900446705_contig23.region001
GCA_900446705.1,Region&nbsp23.2,arylpolyene,Others,1224059.0,1268662,44603.0,flexirubin,Polyketide,11%,GCA_900446705_contig23.region002
GCA_900446705.1,Region&nbsp23.3,arylpolyene,Others,1408468.0,1448539,40071.0,,,,GCA_900446705_contig23.region003
GCA_900446705.1,Region&nbsp23.4,arylpolyene,Others,1895050.0,1936138,41088.0,,,,GCA_900446705_contig23.region004
GCA_002916835.1,Region&nbsp66.1,"arylpolyene,resorcinol",Others,15040.0,50211,35171.0,flexirubin,Polyketide,58%,GCA_002916835_contig066.region001
GCA_002916835.1,Region&nbsp125.1,terpene,terpene,1.0,16518,16517.0,carotenoid,Terpene,28%,GCA_002916835_contig125.region001
GCA_002916835.1,Region&nbsp174.1,siderophore,Siderophore,1.0,12593,12592.0,bisucaberin B,Other,66%,GCA_002916835_contig174.region001
GCA_002920895.1,Region&nbsp3.1,terpene,terpene,23963.0,44802,20839.0,carotenoid,Terpene,42%,GCA_002920895_contig03.region001
GCA_002920895.1,Region&nbsp19.1,"NRPS,T1PKS",NRPS_PKS_hybrid,8345.0,65849,57504.0,,,,GCA_002920895_contig19.region001
GCA_003258355.1,Region&nbsp37.1,"NRPS,T1PKS",NRPS_PKS_hybrid,131854.0,191699,59845.0,polysaccharide B,Saccharide,6%,GCA_003258355_contig076.region001
GCA_003258355.1,Region&nbsp38.1,terpene,terpene,158296.0,180762,22466.0,carotenoid,Terpene,28%,GCA_003258355_contig087.region001
GCA_001593385.1,Region&nbsp1.1,siderophore,Siderophore,187263.0,202769,15506.0,putrebactin / avaroferrin,Other,20%,GCA_001593385_contig01.region001
GCA_001593385.1,Region&nbsp1.2,terpene,terpene,409052.0,429888,20836.0,carotenoid,Terpene,28%,GCA_001593385_contig01.region002
GCA_001593385.1,Region&nbsp1.3,bacteriocin,RiPPs,684993.0,696063,11070.0,,,,GCA_001593385_contig01.region003
GCA_001593385.1,Region&nbsp12.1,bacteriocin,RiPPs,83348.0,104298,20950.0,,,,GCA_001593385_contig12.region001
GCA_001593385.1,Region&nbsp12.2,NRPS-like,NRPS,255128.0,298235,43107.0,,,,GCA_001593385_contig12.region002
GCA_001593385.1,Region&nbsp17.1,microviridin,RiPPs,402358.0,422875,20517.0,,,,GCA_001593385_contig23.region001
GCA_001593385.1,Region&nbsp17.2,"T1PKS,hglE-KS",PKS_other,543963.0,595258,51295.0,,,,GCA_001593385_contig23.region002
GCA_001593385.1,Region&nbsp20.1,lanthipeptide,RiPPs,176888.0,201214,24326.0,,,,GCA_001593385_contig44.region001
GCA_001593385.1,Region&nbsp21.1,"resorcinol,arylpolyene",Others,8789.0,75155,66366.0,flexirubin,Polyketide,77%,GCA_001593385_contig45.region001
GCA_000423065.1,Region&nbsp2.1,terpene,terpene,345677.0,368148,22471.0,carotenoid,Terpene,28%,GCA_000423065_contig02.region001
GCA_000423065.1,Region&nbsp3.1,arylpolyene,Others,24920.0,68093,43173.0,flexirubin,Polyketide,36%,GCA_000423065_contig03.region001
GCA_000423065.1,Region&nbsp3.2,T3PKS,PKSIII,89010.0,130062,41052.0,,,,GCA_000423065_contig03.region002
GCA_900108015.1,Region&nbsp16.1,"betalactone,T3PKS",PKSIII,40781.0,84238,43457.0,,,,GCA_900108015_contig16.region001
GCA_900108015.1,Region&nbsp18.1,terpene,terpene,11498.0,32337,20839.0,carotenoid,Terpene,28%,GCA_900108015_contig18.region001
GCA_900108015.1,Region&nbsp18.2,T3PKS,PKSIII,109944.0,151194,41250.0,,,,GCA_900108015_contig18.region002
GCA_900108015.1,Region&nbsp27.1,arylpolyene,Others,296268.0,337422,41154.0,,,,GCA_900108015_contig27.region001
GCA_900108015.1,Region&nbsp27.2,terpene,terpene,485093.0,506244,21151.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_900108015_contig27.region002
GCA_001898255.1,Region&nbsp7.1,bacteriocin,RiPPs,7394.0,18197,10803.0,,,,GCA_001898255_contig07.region001
GCA_002733915.1,Region&nbsp5.1,T3PKS,PKSIII,55200.0,96297,41097.0,,,,GCA_002733915_contig05.region001
GCA_002733915.1,Region&nbsp17.1,terpene,terpene,30768.0,51610,20842.0,carotenoid,Terpene,28%,GCA_002733915_contig17.region001
GCA_003350545.1,Region&nbsp1.1,terpene,terpene,56085.0,76924,20839.0,carotenoid,Terpene,28%,GCA_003350545_contig01.region001
GCA_003350545.1,Region&nbsp4.1,terpene,terpene,130623.0,151774,21151.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_003350545_contig04.region001
GCA_003350545.1,Region&nbsp9.1,"T3PKS,betalactone",PKSIII,82193.0,126319,44126.0,,,,GCA_003350545_contig09.region001
GCA_003433355.1,Region&nbsp1,terpene,terpene,1486370.0,1510843,24473.0,carotenoid,Terpene,28%,GCA_003433355_contig1.region001
GCA_003433355.1,Region&nbsp2,"arylpolyene,resorcinol",Others,2392595.0,2449703,57108.0,flexirubin,Polyketide,86%,GCA_003433355_contig1.region002
GCA_003433355.1,Region&nbsp3,siderophore,Siderophore,2620332.0,2632062,11730.0,,,,GCA_003433355_contig1.region003
GCA_003333325.1,Region&nbsp63.1,terpene,terpene,1.0,5527,5526.0,carotenoid,Terpene,28%,GCA_003333325_contig063.region001
GCA_003333325.1,Region&nbsp107.1,T3PKS,PKSIII,1.0,21773,21772.0,,,,GCA_003333325_contig107.region001
GCA_003333325.1,Region&nbsp113.1,arylpolyene,Others,12217.0,52911,40694.0,,,,GCA_003333325_contig113.region001
GCA_003333325.1,Region&nbsp113.2,arylpolyene,Others,77964.0,119450,41486.0,flexirubin,Polyketide,36%,GCA_003333325_contig113.region002
GCA_900489465.1,Region&nbsp2.1,"T3PKS,arylpolyene",PKSIII,37533.0,81123,43590.0,,,,GCA_900489465_contig03.region001
GCA_900489465.1,Region&nbsp10.1,terpene,terpene,170165.0,191007,20842.0,carotenoid,Terpene,28%,GCA_900489465_contig13.region001
GCA_900489465.1,Region&nbsp22.1,"arylpolyene,resorcinol",Others,789448.0,842940,53492.0,flexirubin,Polyketide,72%,GCA_900489465_contig35.region001
GCA_001871275.1,Region&nbsp121.1,terpene,terpene,,11543,,carotenoid,Terpene,28%,GCA_001871275_contig121.region001
GCA_000686885.1,Region&nbsp3.1,terpene,terpene,1137.0,21976,20839.0,carotenoid,Terpene,28%,GCA_000686885_contig03.region001
GCA_000686885.1,Region&nbsp8.1,terpene,terpene,26290.0,47429,21139.0,,,,GCA_000686885_contig08.region001
GCA_002403645.1,Region&nbsp4.1,"arylpolyene,resorcinol",Others,44513.0,96817,52304.0,flexirubin,Polyketide,69%,GCA_002403645_contig04.region001
GCA_002403645.1,Region&nbsp10.1,terpene,terpene,16260.0,30606,14346.0,carotenoid,Terpene,28%,GCA_002403645_contig10.region001
GCA_003712125.1,Region&nbsp1.1,terpene,terpene,645053.0,666195,21142.0,,,,GCA_003712125_contig1.region001
GCA_003712125.1,Region&nbsp4.1,terpene,terpene,11984.0,32826,20842.0,carotenoid,Terpene,28%,GCA_003712125_contig4.region001
GCA_009827225.1,Region&nbsp49.1,terpene,terpene,,18133,,carotenoid,Terpene,28%,GCA_009827225_contig49.region001
GCA_009827225.1,Region&nbsp80.1,T3PKS,PKSIII,,40212,,,,,GCA_009827225_contig80.region001
GCA_014219805.1,Region&nbsp11.1,siderophore,Siderophore,59339.0,71153,11814.0,putrebactin / avaroferrin,Other,40%,GCA_014219805_contig11.region001
GCA_014219805.1,Region&nbsp22.1,lanthipeptide,RiPPs,175798.0,200152,24354.0,,,,GCA_014219805_contig22.region001
GCA_014219805.1,Region&nbsp24.1,terpene,terpene,123842.0,144678,20836.0,carotenoid,Terpene,28%,GCA_014219805_contig33.region001
GCA_002700155.1,Region&nbsp1.1,terpene,terpene,81101.0,101589,20488.0,carotenoid,Terpene,28%,GCA_002700155_contig1.region001
GCA_002700155.1,Region&nbsp1.2,"NRPS,T1PKS",NRPS_PKS_hybrid,1036492.0,1089181,52689.0,polysaccharide B,Saccharide,6%,GCA_002700155_contig1.region002
GCA_002700155.1,Region&nbsp1.3,terpene,terpene,1236639.0,1257781,21142.0,,,,GCA_002700155_contig1.region003
GCA_002700155.1,Region&nbsp4.1,T3PKS,PKSIII,293726.0,334781,41055.0,,,,GCA_002700155_contig4.region001
GCA_000941055.1,Region&nbsp1,terpene,terpene,3172642.0,3195113,22471.0,carotenoid,Terpene,28%,GCA_000941055_contig1.region001
GCA_006385255.1,Region&nbsp11.1,terpene,terpene,37113.0,57952,20839.0,carotenoid,Terpene,28%,GCA_006385255_contig31.region001
GCA_006385255.1,Region&nbsp13.1,terpene,terpene,255461.0,276603,21142.0,bacillomycin D,Polyketide + NRP:Lipopeptide,20%,GCA_006385255_contig33.region001
GCA_006385255.1,Region&nbsp19.1,microviridin,RiPPs,579920.0,600147,20227.0,,,,GCA_006385255_contig39.region001
GCA_014220165.1,Region&nbsp11.1,microviridin,RiPPs,583059.0,603551,20492.0,,,,GCA_014220165_contig11.region001
GCA_014220165.1,Region&nbsp11.2,"T1PKS,hglE-KS",PKS_other,774649.0,825961,51312.0,,,,GCA_014220165_contig11.region002
GCA_014220165.1,Region&nbsp11.3,"NRPS,terpene",NRPS_other,847642.0,891760,44118.0,carotenoid,Terpene,28%,GCA_014220165_contig11.region003
GCA_014220165.1,Region&nbsp11.4,siderophore,Siderophore,1615926.0,1631476,15550.0,putrebactin / avaroferrin,Other,20%,GCA_014220165_contig11.region004
GCA_014220165.1,Region&nbsp22.1,NRPS-like,NRPS,455328.0,498420,43092.0,,,,GCA_014220165_contig22.region001
GCA_014220165.1,Region&nbsp23.1,NRPS,NRPS,397271.0,447638,50367.0,,,,GCA_014220165_contig32.region001
GCA_014220165.1,Region&nbsp24.1,bacteriocin,RiPPs,107737.0,118837,11100.0,,,,GCA_014220165_contig33.region001
GCA_014220165.1,Region&nbsp25.1,"resorcinol,arylpolyene",Others,8321.0,69559,61238.0,flexirubin,Polyketide,75%,GCA_014220165_contig34.region001
GCA_000318255.2,Region&nbsp22.1,arylpolyene,Others,66802.0,96538,29736.0,flexirubin,Polyketide,11%,GCA_000318255_contig23.region001
GCA_000318255.2,Region&nbsp30.1,resorcinol,Others,1.0,6928,6927.0,flexirubin,Polyketide,13%,GCA_000318255_contig31.region001
GCA_000318255.2,Region&nbsp69.1,arylpolyene,Others,1.0,5123,5122.0,,,,GCA_000318255_contig72.region001
GCA_004104075.1,Region&nbsp1.1,T3PKS,PKSIII,218262.0,259353,41091.0,,,,GCA_004104075_contig01.region001
GCA_004104075.1,Region&nbsp8.1,terpene,terpene,123019.0,143858,20839.0,carotenoid,Terpene,28%,GCA_004104075_contig08.region001
GCA_004104075.1,Region&nbsp25.1,terpene,terpene,8927.0,30075,21148.0,,,,GCA_004104075_contig25.region001
GCA_004104075.1,Region&nbsp28.1,"T1PKS,NRPS-like",NRPS_PKS_hybrid,8220.0,46437,38217.0,,,,GCA_004104075_contig28.region001
GCA_002954605.1,Region&nbsp1.1,bacteriocin,RiPPs,1884874.0,1897039,12165.0,,,,GCA_002954605_contig1.region001
GCA_002954605.1,Region&nbsp1.2,terpene,terpene,2180085.0,2200927,20842.0,carotenoid,Terpene,28%,GCA_002954605_contig1.region002
GCA_003386275.1,Region&nbsp1.1,T3PKS,PKSIII,904438.0,945490,41052.0,ET-743,NRP:Beta-lactam,8%,GCA_003386275_contig01.region001
GCA_003386275.1,Region&nbsp2.1,"NRPS,T1PKS",NRPS_PKS_hybrid,67127.0,117856,50729.0,,,,GCA_003386275_contig02.region001
GCA_003386275.1,Region&nbsp3.1,terpene,terpene,493104.0,532115,39011.0,carotenoid,Terpene,28%,GCA_003386275_contig03.region001
GCA_003386275.1,Region&nbsp5.1,arylpolyene,Others,192307.0,238783,46476.0,flexirubin,Polyketide,58%,GCA_003386275_contig05.region001
GCA_002390665.1,Region&nbsp99.1,terpene,terpene,,17144,,carotenoid,Terpene,28%,GCA_002390665_contig099.region001
GCA_002390665.1,Region&nbsp118.1,terpene,terpene,,12834,,,,,GCA_002390665_contig118.region001
GCA_001887135.1,Region&nbsp7.1,lanthipeptide,RiPPs,1.0,16502,16501.0,,,,GCA_001887135_contig007.region001
GCA_001887135.1,Region&nbsp9.1,terpene,terpene,16965.0,41439,24474.0,carotenoid,Terpene,28%,GCA_001887135_contig009.region001
GCA_001887135.1,Region&nbsp22.1,siderophore,Siderophore,50850.0,63300,12450.0,putrebactin / avaroferrin,Other,20%,GCA_001887135_contig022.region001
GCA_001887135.1,Region&nbsp27.1,"arylpolyene,resorcinol",Others,67066.0,113449,46383.0,flexirubin,Polyketide,86%,GCA_001887135_contig027.region001
GCA_002705385.1,Region&nbsp21.1,betalactone,Others,37747.0,61113,23366.0,,,,GCA_002705385_contig21.region001
GCA_002705385.1,Region&nbsp38.1,terpene,terpene,1.0,14780,14779.0,,,,GCA_002705385_contig38.region001
GCA_000735695.2,Region&nbsp4.1,terpene,terpene,101030.0,121875,20845.0,carotenoid,Terpene,28%,GCA_000735695_contig04.region001
GCA_900156945.1,Region&nbsp20.1,NRPS-like,NRPS,1.0,21805,21804.0,,,,GCA_900156945_contig022.region001
GCA_900156945.1,Region&nbsp49.1,siderophore,Siderophore,20883.0,32697,11814.0,putrebactin / avaroferrin,Other,40%,GCA_900156945_contig052.region001
GCA_900156945.1,Region&nbsp50.1,terpene,terpene,3189.0,16242,13053.0,carotenoid,Terpene,28%,GCA_900156945_contig053.region001
GCA_002810405.1,Region&nbsp20.1,terpene,terpene,75990.0,100527,24537.0,carotenoid,Terpene,28%,GCA_002810405_contig20.region001
GCA_003812605.1,Region&nbsp1,"arylpolyene,resorcinol",Others,1538270.0,1599503,61233.0,flexirubin,Polyketide,75%,GCA_003812605_contig1.region001
GCA_003812605.1,Region&nbsp2,microviridin,RiPPs,2628861.0,2649353,20492.0,,,,GCA_003812605_contig1.region002
GCA_003812605.1,Region&nbsp3,"T1PKS,hglE-KS",PKS_other,2852130.0,2903442,51312.0,,,,GCA_003812605_contig1.region003
GCA_003812605.1,Region&nbsp4,terpene,terpene,2927823.0,2948659,20836.0,carotenoid,Terpene,28%,GCA_003812605_contig1.region004
GCA_003812605.1,Region&nbsp5,siderophore,Siderophore,3596835.0,3612385,15550.0,putrebactin / avaroferrin,Other,20%,GCA_003812605_contig1.region005
GCA_003812605.1,Region&nbsp6,bacteriocin,RiPPs,3956371.0,3967471,11100.0,,,,GCA_003812605_contig1.region006
GCA_003812605.1,Region&nbsp7,NRPS,NRPS,4195975.0,4246342,50367.0,,,,GCA_003812605_contig1.region007
GCA_014219975.1,Region&nbsp11.1,microviridin,RiPPs,565077.0,585569,20492.0,,,,GCA_014219975_contig11.region001
GCA_014219975.1,Region&nbsp11.2,"T1PKS,hglE-KS",PKS_other,757177.0,808489,51312.0,,,,GCA_014219975_contig11.region002
GCA_014219975.1,Region&nbsp11.3,"NRPS,terpene",NRPS_other,830068.0,874099,44031.0,carotenoid,Terpene,28%,GCA_014219975_contig11.region003
GCA_014219975.1,Region&nbsp11.4,siderophore,Siderophore,1489014.0,1504564,15550.0,putrebactin / avaroferrin,Other,20%,GCA_014219975_contig11.region004
GCA_014219975.1,Region&nbsp22.1,NRPS,NRPS,57862.0,108229,50367.0,,,,GCA_014219975_contig22.region001
GCA_014219975.1,Region&nbsp29.1,NRPS-like,NRPS,191029.0,234121,43092.0,,,,GCA_014219975_contig33.region001
GCA_014219975.1,Region&nbsp29.2,lanthipeptide,RiPPs,519053.0,545434,26381.0,,,,GCA_014219975_contig33.region002
GCA_014219975.1,Region&nbsp32.1,"resorcinol,arylpolyene",Others,8321.0,69558,61237.0,flexirubin,Polyketide,75%,GCA_014219975_contig44.region001
GCA_003815775.1,Region&nbsp1.1,bacteriocin,RiPPs,262903.0,274000,11097.0,,,,GCA_003815775_contig1.region001
GCA_003815775.1,Region&nbsp1.2,siderophore,Siderophore,654527.0,670068,15541.0,putrebactin / avaroferrin,Other,20%,GCA_003815775_contig1.region002
GCA_003815775.1,Region&nbsp1.3,terpene,terpene,1034661.0,1053295,18634.0,carotenoid,Terpene,28%,GCA_003815775_contig1.region003
GCA_003815775.1,Region&nbsp1.4,"hglE-KS,T1PKS",PKS_other,1631379.0,1682695,51316.0,,,,GCA_003815775_contig1.region004
GCA_003815775.1,Region&nbsp1.5,microviridin,RiPPs,1761661.0,1781882,20221.0,,,,GCA_003815775_contig1.region005
GCA_003815775.1,Region&nbsp1.6,terpene,terpene,1817852.0,1838865,21013.0,,,,GCA_003815775_contig1.region006
GCA_003815775.1,Region&nbsp1.7,"resorcinol,arylpolyene",Others,2820824.0,2888202,67378.0,flexirubin,Polyketide,75%,GCA_003815775_contig1.region007
GCA_009362255.1,Region&nbsp1,lanthipeptide,RiPPs,944997.0,973513,28516.0,,,,GCA_009362255_contig1.region001
GCA_009362255.1,Region&nbsp2,siderophore,Siderophore,1847119.0,1861939,14820.0,bisucaberin B,Other,100%,GCA_009362255_contig1.region002
GCA_009362255.1,Region&nbsp3,arylpolyene,Others,2007261.0,2048427,41166.0,,,,GCA_009362255_contig1.region003
GCA_009362255.1,Region&nbsp4,terpene,terpene,2154964.0,2175806,20842.0,carotenoid,Terpene,28%,GCA_009362255_contig1.region004
GCA_002376315.1,Region&nbsp29.1,arylpolyene,Others,253291.0,294445,41154.0,,,,GCA_002376315_contig29.region001
GCA_002376315.1,Region&nbsp34.1,T3PKS,PKSIII,1.0,26566,26565.0,,,,GCA_002376315_contig34.region001
GCA_002376315.1,Region&nbsp46.1,terpene,terpene,1.0,12283,12282.0,carotenoid,Terpene,28%,GCA_002376315_contig46.region001
GCA_000755305.1,Region&nbsp9.1,T3PKS,PKSIII,1.0,39812,39811.0,,,,GCA_000755305_contig14.region001
GCA_000755305.1,Region&nbsp12.1,terpene,terpene,174973.0,199469,24496.0,carotenoid,Terpene,28%,GCA_000755305_contig17.region001
GCA_000755305.1,Region&nbsp17.1,arylpolyene,Others,431394.0,472509,41115.0,,,,GCA_000755305_contig22.region001
GCA_902167275.1,Region&nbsp1.1,NRPS,NRPS,1.0,3023,3022.0,,,,GCA_902167275_contig1.region001
GCA_902167275.1,Region&nbsp3.1,NRPS,NRPS,1.0,33321,33320.0,,,,GCA_902167275_contig3.region001
GCA_902167275.1,Region&nbsp4.1,NRPS-like,NRPS,36.0,18123,18087.0,,,,GCA_902167275_contig4.region001
GCA_902167275.1,Region&nbsp4.2,T3PKS,PKSIII,254449.0,295501,41052.0,,,,GCA_902167275_contig4.region002
GCA_902167275.1,Region&nbsp4.3,betalactone,Others,514542.0,545207,30665.0,,,,GCA_902167275_contig4.region003
GCA_902167275.1,Region&nbsp4.4,"arylpolyene,resorcinol",Others,3507173.0,3560603,53430.0,flexirubin,Polyketide,94%,GCA_902167275_contig4.region004
GCA_902167275.1,Region&nbsp4.5,terpene,terpene,3726665.0,3747102,20437.0,,,,GCA_902167275_contig4.region005
GCA_902167275.1,Region&nbsp4.6,terpene,terpene,4626085.0,4646924,20839.0,carotenoid,Terpene,28%,GCA_902167275_contig4.region006
GCA_902167275.1,Region&nbsp4.7,"NRPS,T1PKS",NRPS_PKS_hybrid,5188459.0,5236778,48319.0,colanic acid,Saccharide,9%,GCA_902167275_contig4.region007
GCA_902167275.1,Region&nbsp4.8,NRPS,NRPS,6151505.0,6185125,33620.0,tridecaptin,NRP,40%,GCA_902167275_contig4.region008
GCA_902167275.1,Region&nbsp5.1,NRPS,NRPS,1.0,22641,22640.0,puwainaphycin A / puwainaphycin B / puwainaphycin C / puwainaphycin D,NRP + Polyketide,20%,GCA_902167275_contig5.region001
GCA_014219695.1,Region&nbsp11.1,siderophore,Siderophore,1055280.0,1067094,11814.0,putrebactin / avaroferrin,Other,40%,GCA_014219695_contig11.region001
GCA_014219695.1,Region&nbsp22.1,lanthipeptide,RiPPs,321547.0,345901,24354.0,,,,GCA_014219695_contig22.region001
GCA_014219695.1,Region&nbsp24.1,terpene,terpene,187161.0,207997,20836.0,carotenoid,Terpene,28%,GCA_014219695_contig31.region001
GCA_003973595.1,Region&nbsp134.1,terpene,terpene,,7731,,carotenoid,Terpene,28%,GCA_003973595_contig134.region001
GCA_003973595.1,Region&nbsp233.1,NRPS-like,NRPS,,5628,,,,,GCA_003973595_contig233.region001
GCA_003973595.1,Region&nbsp542.1,terpene,terpene,,2683,,,,,GCA_003973595_contig542.region001
GCA_013426055.1,Region&nbsp1,siderophore,Siderophore,1999555.0,2011285,11730.0,,,,GCA_013426055_contig1.region001
GCA_013426055.1,Region&nbsp2,"arylpolyene,resorcinol",Others,2183257.0,2240364,57107.0,flexirubin,Polyketide,86%,GCA_013426055_contig1.region002
GCA_013426055.1,Region&nbsp3,terpene,terpene,2739123.0,2763596,24473.0,carotenoid,Terpene,28%,GCA_013426055_contig1.region003
GCA_002744755.1,Region&nbsp1.1,terpene,terpene,251478.0,272626,21148.0,,,,GCA_002744755_contig01.region001
GCA_002744755.1,Region&nbsp2.1,terpene,terpene,567309.0,588148,20839.0,carotenoid,Terpene,28%,GCA_002744755_contig02.region001
GCA_002744755.1,Region&nbsp5.1,T3PKS,PKSIII,126373.0,167470,41097.0,,,,GCA_002744755_contig05.region001
GCA_900290975.1,Region&nbsp10.1,lanthipeptide,RiPPs,1.0,22940,22939.0,,,,GCA_900290975_contig019.region001
GCA_900290975.1,Region&nbsp18.1,arylpolyene,Others,31273.0,72445,41172.0,,,,GCA_900290975_contig031.region001
GCA_900290975.1,Region&nbsp41.1,siderophore,Siderophore,96540.0,111584,15044.0,bisucaberin B,Other,66%,GCA_900290975_contig067.region001
GCA_900290975.1,Region&nbsp42.1,"arylpolyene,resorcinol,bacteriocin",Others,1.0,58411,58410.0,flexirubin,Polyketide,77%,GCA_900290975_contig068.region001
