,Unnamed: 0,cazymes,Orfs_anno_cazymes%,orfs,index_x,Merops orfs total,GH total,Orfs_anno_merops%,Assembly accession,Genus,Family,scaf_bp,Completeness,MAG,Origin,Assembly accession2,Nr_BGCs,index_y,Virulence orfs total,Orfs_anno_virs%,P,BGCs/genomesize,merops_perMb,virs_perMb,bgc_perMb
1762,GCA_004359195.1,67,2.351702351702352,2849,GCA_004359195.1,119,19,4.176904176904177,GCA_004359195.1,Kaistella,Weeksellaceae,3139453.0,100.0,False,Non_marine,GCA_004359195.1_merops.txt,2.0,GCA_004359195.1,228,8.002808002808003,1.2795698924731183,6.370536523400733e-07,0.03790469231423436,0.07262411636676835,0.0006370536523400733
1757,GCA_004684835.1,67,2.1364795918367347,3136,GCA_004684835.1,119,13,3.7946428571428568,GCA_004684835.1,Flavobacterium,Flavobacteriaceae,3595426.0,99.65,False,Non_marine,GCA_004684835.1_merops.txt,3.0,GCA_004684835.1,228,7.270408163265306,1.2795698924731183,8.343934766005475e-07,0.03309760790515505,0.06341390422164161,0.0008343934766005474
448,GCA_900141665.1,45,2.0881670533642693,2155,GCA_900141665.1,80,12,3.7122969837587005,GCA_900141665.1,Cruoricaptor,Weeksellaceae,2229574.0,100.0,False,Non_marine,GCA_900141665.1_merops.txt,1.0,GCA_900141665.1,153,7.099767981438515,1.28,4.485161739417485e-07,0.03588129391533988,0.06862297461308753,0.0004485161739417485
774,GCA_003331305.1,36,2.635431918008785,1366,GCA_003331305.1,64,17,4.685212298682284,GCA_003331305.1,UBA7446,Flavobacteriaceae,1463002.0,87.47,True,Marine,GCA_003331305.1_merops.txt,1.0,GCA_003331305.1,97,7.101024890190337,1.28,6.835260648994328e-07,0.043745668153563705,0.066302028295245,0.0006835260648994329
1321,GCA_003242135.1,63,2.3307436182019976,2703,GCA_003242135.1,112,28,4.143544210136884,GCA_003242135.1,Flavobacterium,Flavobacteriaceae,3034942.0,99.29,True,Non_marine,GCA_003242135.1_merops.txt,2.0,GCA_003242135.1,224,8.287088420273768,1.28,6.589911767671343e-07,0.03690350589895952,0.07380701179791904,0.0006589911767671343
2031,GCA_013001965.1,63,2.5578562728380025,2463,GCA_013001965.1,112,24,4.547300040600893,GCA_013001965.1,SHLJ01,Flavobacteriaceae,2738595.0,88.24,True,Marine,GCA_013001965.1_merops.txt,1.0,GCA_013001965.1,188,7.6329679252943565,1.28,3.651507433556258e-07,0.04089688325583009,0.06864833975085766,0.00036515074335562576
279,GCA_000024125.1,90,2.892960462873674,3111,GCA_000024125.1,160,37,5.143040822886532,GCA_000024125.1,Robiginitalea,Flavobacteriaceae,3530383.0,99.01,False,Unclassified,GCA_000024125.1_merops.txt,3.0,GCA_000024125.1,259,8.325297332047574,1.28,8.497661585159457e-07,0.045320861787517104,0.07336314501854331,0.0008497661585159458
602,GCA_003385595.1,104,2.5434091464905846,4089,GCA_003385595.1,185,60,4.524333577891905,GCA_003385595.1,Chryseobacterium,Weeksellaceae,4470829.0,100.0,False,Non_marine,GCA_003385595.1_merops.txt,8.0,GCA_003385595.1,324,7.923697725605281,1.2802768166089966,1.78937731682424e-06,0.04137935045156055,0.07246978133138171,0.00178937731682424
2509,GCA_001898785.1,77,2.375077112893276,3242,GCA_001898785.1,137,31,4.225786551511413,GCA_001898785.1,Epilithonimonas,Weeksellaceae,3478283.0,98.28,True,Non_marine,GCA_001898785.1_merops.txt,3.0,GCA_001898785.1,256,7.896360271437384,1.280373831775701,8.62494512378665e-07,0.0393872493986257,0.07359953172297941,0.000862494512378665
788,GCA_900142695.1,78,2.3985239852398523,3252,GCA_900142695.1,139,33,4.274292742927429,GCA_900142695.1,Flavobacterium,Flavobacteriaceae,3755582.0,98.94,False,Unclassified,GCA_900142695.1_merops.txt,3.0,GCA_900142695.1,258,7.9335793357933575,1.2811059907834101,7.988109432838905e-07,0.037011573705486925,0.06869774112241459,0.0007988109432838905
1325,GCA_014191595.1,69,2.4433427762039663,2824,GCA_014191595.1,123,20,4.355524079320113,GCA_014191595.1,Mesoflavibacter,Flavobacteriaceae,3057700.0,99.67,False,Unclassified,GCA_014191595.1_merops.txt,1.0,GCA_014191595.1,220,7.790368271954675,1.28125,3.27043202407038e-07,0.04022631389606567,0.07194950452954836,0.00032704320240703797
111,GCA_003008435.1,69,2.434721242060692,2834,GCA_003008435.1,123,20,4.34015525758645,GCA_003008435.1,Mesoflavibacter,Flavobacteriaceae,3110697.0,99.67,False,Marine,GCA_003008435.1_merops.txt,1.0,GCA_003008435.1,222,7.833450952717008,1.28125,3.2147136156301946e-07,0.039540977472251396,0.07136664226699031,0.00032147136156301947
1641,GCA_002364325.1,61,2.6293103448275863,2320,GCA_002364325.1,109,21,4.698275862068965,GCA_002364325.1,Gillisia,Flavobacteriaceae,2578194.0,81.03,True,Marine,GCA_002364325.1_merops.txt,3.0,GCA_002364325.1,203,8.75,1.2823529411764707,1.1636052213293492e-06,0.04227765637496635,0.07873728664328596,0.0011636052213293492
691,GCA_003815975.1,108,2.231404958677686,4840,GCA_003815975.1,193,59,3.9876033057851243,GCA_003815975.1,Chryseobacterium,Weeksellaceae,5318634.0,100.0,False,Non_marine,GCA_003815975.1_merops.txt,8.0,GCA_003815975.1,342,7.0661157024793395,1.282392026578073,1.5041456133285352e-06,0.036287512921550906,0.06430222496979487,0.0015041456133285352
2105,GCA_001534645.1,66,2.3182297154899896,2847,GCA_001534645.1,118,11,4.14471373375483,GCA_001534645.1,Flavobacterium,Flavobacteriaceae,3321600.0,99.65,False,Unclassified,GCA_001534645.1_merops.txt,3.0,GCA_001534645.1,220,7.727432384966631,1.2826086956521738,9.031791907514451e-07,0.03552504816955684,0.06623314065510597,0.0009031791907514451
777,GCA_013002225.1,66,2.374955019791292,2779,GCA_013002225.1,118,23,4.246131702051097,GCA_013002225.1,Winogradskyella,Flavobacteriaceae,2993747.0,98.19,True,Marine,GCA_013002225.1_merops.txt,1.0,GCA_013002225.1,198,7.1248650593738745,1.2826086956521738,3.340295622843213e-07,0.039415488349549915,0.06613785333229562,0.00033402956228432133
833,GCA_900186825.1,57,2.5032938076416342,2277,GCA_900186825.1,102,7,4.479578392621871,GCA_900186825.1,Flavobacterium,Flavobacteriaceae,2582570.0,99.29,False,Unclassified,GCA_900186825.1_merops.txt,2.0,GCA_900186825.1,202,8.871321914800175,1.2830188679245282,7.744223777090263e-07,0.03949554126316034,0.07821666014861164,0.0007744223777090264
717,GCA_002470905.1,29,2.34248788368336,1238,GCA_002470905.1,52,7,4.20032310177706,GCA_002470905.1,UBA7446,Flavobacteriaceae,1330464.0,86.55,True,Unclassified,GCA_002470905.1_merops.txt,2.0,GCA_002470905.1,92,7.431340872374798,1.2839506172839505,1.5032349616374437e-06,0.03908410900257354,0.06914880823532242,0.0015032349616374437
374,GCA_002251775.1,63,2.159753171066164,2917,GCA_002251775.1,113,32,3.873842989372643,GCA_002251775.1,Flavobacterium,Flavobacteriaceae,3247176.0,98.65,False,Non_marine,GCA_002251775.1_merops.txt,4.0,GCA_002251775.1,208,7.130613644154954,1.2840909090909092,1.2318396046287605e-06,0.03479946883076249,0.06405565944069554,0.0012318396046287605
2530,GCA_003450155.1,34,2.151898734177215,1580,GCA_003450155.1,61,12,3.860759493670886,GCA_003450155.1,HC6-5,Flavobacteriaceae,1862197.0,78.49,True,Marine,GCA_003450155.1_merops.txt,2.0,GCA_003450155.1,108,6.8354430379746836,1.2842105263157895,1.0740002266140478e-06,0.032757006911728455,0.057996012237158584,0.001074000226614048
2047,GCA_013043685.1,73,2.663261583363736,2741,GCA_013043685.1,131,29,4.779277635899307,GCA_013043685.1,RR4-38,Flavobacteriaceae,2999578.0,99.01,True,Marine,GCA_013043685.1_merops.txt,3.0,GCA_013043685.1,210,7.661437431594309,1.2843137254901962,1.0001406864565615e-06,0.04367280997526986,0.07000984805195931,0.0010001406864565616
2343,GCA_004139715.1,73,2.5268258913118724,2889,GCA_004139715.1,131,37,4.534440983039114,GCA_004139715.1,Muriicola,Flavobacteriaceae,3067493.0,98.6,False,Non_marine,GCA_004139715.1_merops.txt,5.0,GCA_004139715.1,227,7.857390100380754,1.2843137254901962,1.6299955696720416e-06,0.042705883925407494,0.07400179886311069,0.0016299955696720417
1263,GCA_009709615.1,83,2.6782833171990967,3099,GCA_009709615.1,149,28,4.808002581477896,GCA_009709615.1,Winogradskyella,Flavobacteriaceae,3569541.0,99.34,False,Unclassified,GCA_009709615.1_merops.txt,2.0,GCA_009709615.1,249,8.03484995159729,1.2844827586206897,5.60296127709417e-07,0.041742061514351565,0.06975686789982243,0.000560296127709417
1979,GCA_003243255.1,98,1.696382205296867,5777,GCA_003243255.1,176,50,3.0465639605331485,GCA_003243255.1,Flavobacterium,Flavobacteriaceae,6270519.0,97.6,True,Non_marine,GCA_003243255.1_merops.txt,5.0,GCA_003243255.1,389,6.73359875367838,1.2846715328467153,7.973821624653397e-07,0.02806785211877996,0.062036332239803434,0.0007973821624653397
1642,GCA_900186485.1,54,2.3136246786632393,2334,GCA_900186485.1,97,7,4.155955441302485,GCA_900186485.1,Flavobacterium,Flavobacteriaceae,2609488.0,95.95,False,Unclassified,GCA_900186485.1_merops.txt,3.0,GCA_900186485.1,193,8.269065981148243,1.2847682119205297,1.1496508127264812e-06,0.03717204294482289,0.0739608689520703,0.001149650812726481
896,GCA_008386505.1,113,2.5438991445294907,4442,GCA_008386505.1,203,54,4.570013507429086,GCA_008386505.1,Chryseobacterium,Weeksellaceae,4913947.0,100.0,False,Non_marine,GCA_008386505.1_merops.txt,8.0,GCA_008386505.1,355,7.991895542548402,1.2848101265822784,1.6280191870201286e-06,0.041310986870635766,0.0722433514240182,0.0016280191870201286
235,GCA_900129585.1,74,2.3153942428035044,3196,GCA_900129585.1,133,28,4.16145181476846,GCA_900129585.1,Flavobacterium,Flavobacteriaceae,3692790.0,99.29,False,Non_marine,GCA_900129585.1_merops.txt,4.0,GCA_900129585.1,256,8.010012515644556,1.285024154589372,1.0831918413990506e-06,0.03601612872651843,0.06932427784953923,0.0010831918413990505
1401,GCA_000826655.1,84,2.3549201009251477,3567,GCA_000826655.1,151,25,4.233249229044015,GCA_000826655.1,Psychroserpens,Flavobacteriaceae,3945764.0,99.5,False,Marine,GCA_000826655.1_merops.txt,2.0,GCA_000826655.1,301,8.438463694981778,1.2851063829787235,5.068726867597758e-07,0.03826888785036307,0.07628433935734627,0.0005068726867597758
1041,GCA_003709475.1,85,2.3690078037904123,3588,GCA_003709475.1,153,31,4.264214046822742,GCA_003709475.1,Chryseobacterium,Weeksellaceae,4345533.0,100.0,False,Non_marine,GCA_003709475.1_merops.txt,19.0,GCA_003709475.1,344,9.587513935340022,1.2857142857142858,4.372305997906356e-06,0.035208569351561705,0.07916175069893613,0.004372305997906356
579,GCA_002204845.1,65,2.385321100917431,2725,GCA_002204845.1,117,13,4.293577981651376,GCA_002204845.1,Flavobacterium,Flavobacteriaceae,3157800.0,99.65,False,Non_marine,GCA_002204845.1_merops.txt,3.0,GCA_002204845.1,201,7.376146788990826,1.2857142857142858,9.500285008550256e-07,0.037051111533346004,0.06365190955728672,0.0009500285008550256
8,GCA_000260835.1,70,2.5839793281653747,2709,GCA_000260835.1,126,37,4.651162790697675,GCA_000260835.1,Imtechella,Flavobacteriaceae,3086951.0,99.67,False,Unclassified,GCA_000260835.1_merops.txt,1.0,GCA_000260835.1,231,8.527131782945736,1.2857142857142858,3.239442414213896e-07,0.040816974419095084,0.074831119768341,0.00032394424142138955
771,GCA_009693635.1,40,2.518891687657431,1588,GCA_009693635.1,72,16,4.534005037783375,GCA_009693635.1,Flavobacterium,Flavobacteriaceae,1806261.0,84.2,True,Non_marine,GCA_009693635.1_merops.txt,3.0,GCA_009693635.1,120,7.5566750629722925,1.2857142857142858,1.6608895392194151e-06,0.03986134894126596,0.0664355815687766,0.001660889539219415
2359,GCA_011316685.1,65,2.320599785790789,2801,GCA_011316685.1,117,12,4.17707961442342,GCA_011316685.1,Flavobacterium,Flavobacteriaceae,3188351.0,99.65,False,Unclassified,GCA_011316685.1_merops.txt,3.0,GCA_011316685.1,204,7.283113173866476,1.2857142857142858,9.409252619927981e-07,0.03669608521771913,0.06398291781551027,0.0009409252619927981
1053,GCA_011316625.1,65,2.320599785790789,2801,GCA_011316625.1,117,12,4.17707961442342,GCA_011316625.1,Flavobacterium,Flavobacteriaceae,3186628.0,99.65,False,Unclassified,GCA_011316625.1_merops.txt,3.0,GCA_011316625.1,204,7.283113173866476,1.2857142857142858,9.414340174002111e-07,0.036715926678608235,0.06401751318321436,0.0009414340174002112
1167,GCA_007830355.1,80,2.615233736515201,3059,GCA_007830355.1,144,33,4.707420725727362,GCA_007830355.1,Flavobacterium,Flavobacteriaceae,3509691.0,99.65,False,Unclassified,GCA_007830355.1_merops.txt,4.0,GCA_007830355.1,264,8.630271330500165,1.2857142857142858,1.1397014722948544e-06,0.04102925300261476,0.07522029717146039,0.0011397014722948544
1674,GCA_010993655.1,65,2.31894398858366,2803,GCA_010993655.1,117,12,4.174099179450589,GCA_010993655.1,Flavobacterium,Flavobacteriaceae,3187301.0,99.65,False,Unclassified,GCA_010993655.1_merops.txt,3.0,GCA_010993655.1,204,7.277916518016411,1.2857142857142858,9.412352331957352e-07,0.03670817409463368,0.06400399585731,0.0009412352331957352
1739,GCA_005943945.1,106,2.6348496147153866,4023,GCA_005943945.1,191,48,4.747700720855083,GCA_005943945.1,Maribacter,Flavobacteriaceae,4723614.0,99.56,False,Non_marine,GCA_005943945.1_merops.txt,5.0,GCA_005943945.1,325,8.078548347004723,1.2861952861952861,1.0585115549238359e-06,0.040435141398090534,0.06880325107004932,0.0010585115549238359
1443,GCA_002699205.1,91,2.2580645161290316,4030,GCA_002699205.1,164,48,4.069478908188586,GCA_002699205.1,Muricauda,Flavobacteriaceae,4466321.0,88.45,True,Marine,GCA_002699205.1_merops.txt,5.0,GCA_002699205.1,314,7.791563275434243,1.2862745098039217,1.1194896202041905e-06,0.03671925954269745,0.07030394814882317,0.0011194896202041905
110,GCA_900099915.1,81,2.471018913971934,3278,GCA_900099915.1,146,37,4.453935326418548,GCA_900099915.1,Flavobacterium,Flavobacteriaceae,3808360.0,98.94,False,Non_marine,GCA_900099915.1_merops.txt,3.0,GCA_900099915.1,282,8.60280658938377,1.2863436123348018,7.877406547700322e-07,0.0383367118654749,0.07404762154838303,0.0007877406547700322
1931,GCA_003149745.1,87,2.5954653937947496,3352,GCA_003149745.1,157,37,4.683770883054892,GCA_003149745.1,Muricauda,Flavobacteriaceae,3614652.0,99.34,False,Marine,GCA_003149745.1_merops.txt,3.0,GCA_003149745.1,287,8.562052505966587,1.2868852459016393,8.299554147951172e-07,0.0434343333742778,0.07939906801539955,0.0008299554147951171
786,GCA_009184425.1,87,2.406639004149378,3615,GCA_009184425.1,157,44,4.343015214384509,GCA_009184425.1,Muricauda,Flavobacteriaceae,4058537.0,99.34,False,Unclassified,GCA_009184425.1_merops.txt,2.0,GCA_009184425.1,295,8.160442600276625,1.2868852459016393,4.927884111934916e-07,0.0386838902786891,0.07268629065104003,0.0004927884111934917
1883,GCA_006443095.1,123,2.325141776937618,5290,GCA_006443095.1,222,73,4.196597353497165,GCA_006443095.1,Aquimarina,Flavobacteriaceae,5888963.0,99.62,False,Unclassified,GCA_006443095.1_merops.txt,9.0,GCA_006443095.1,430,8.128544423440454,1.2869565217391303,1.5282826534994362e-06,0.037697638786319425,0.07301794900052862,0.0015282826534994362
348,GCA_001641185.1,67,2.4022947292936534,2789,GCA_001641185.1,121,14,4.338472570813911,GCA_001641185.1,Flavobacterium,Flavobacteriaceae,3329120.0,99.29,False,Unclassified,GCA_001641185.1_merops.txt,3.0,GCA_001641185.1,214,7.673001075654357,1.2872340425531914,9.011390397462393e-07,0.03634594126976498,0.0642812515018984,0.0009011390397462393
90,GCA_006777745.1,57,2.3524556335121747,2423,GCA_006777745.1,103,7,4.250928600907965,GCA_006777745.1,Flavobacterium,Flavobacteriaceae,2715238.0,99.29,False,Unclassified,GCA_006777745.1_merops.txt,3.0,GCA_006777745.1,199,8.21295914156005,1.2875,1.1048755210408812e-06,0.03793405955573692,0.07329007622904511,0.0011048755210408812
1895,GCA_006777825.1,57,2.3447141094199915,2431,GCA_006777825.1,103,7,4.236939531057178,GCA_006777825.1,Flavobacterium,Flavobacteriaceae,2717076.0,99.29,False,Unclassified,GCA_006777825.1_merops.txt,3.0,GCA_006777825.1,199,8.18593171534348,1.2875,1.1041281141933461e-06,0.03790839858730488,0.07324049824149195,0.0011041281141933462
2175,GCA_006778265.1,57,2.341824157764996,2434,GCA_006778265.1,103,7,4.231717337715694,GCA_006778265.1,Flavobacterium,Flavobacteriaceae,2717677.0,99.29,False,Unclassified,GCA_006778265.1_merops.txt,3.0,GCA_006778265.1,199,8.17584223500411,1.2875,1.1038839420578677e-06,0.03790001534398679,0.07322430148983856,0.0011038839420578676
980,GCA_000963865.1,68,2.230971128608924,3048,GCA_000963865.1,123,25,4.035433070866142,GCA_000963865.1,Muricauda_A,Flavobacteriaceae,3274259.0,99.01,False,Unclassified,GCA_000963865.1_merops.txt,2.0,GCA_000963865.1,244,8.005249343832022,1.287958115183246,6.108252279370691e-07,0.037565751518129756,0.07452067780832243,0.0006108252279370691
1761,GCA_002205795.1,63,2.595797280593325,2427,GCA_002205795.1,114,22,4.697156983930779,GCA_002205795.1,Kaistella,Weeksellaceae,2633125.0,100.0,False,Non_marine,GCA_002205795.1_merops.txt,1.0,GCA_002205795.1,182,7.498969921714051,1.2881355932203389,3.797768810823641e-07,0.04329456444338951,0.06911939235699027,0.0003797768810823641
1956,GCA_002392055.1,105,2.4132383360147087,4351,GCA_002392055.1,190,58,4.366812227074235,GCA_002392055.1,Chryseobacterium,Weeksellaceae,4725813.0,100.0,True,Non_marine,GCA_002392055.1_merops.txt,9.0,GCA_002392055.1,338,7.768329119742588,1.2881355932203389,1.9044342211594068e-06,0.04020472244669859,0.07152208519465328,0.0019044342211594067
106,GCA_011601185.1,100,2.527805864509605,3956,GCA_011601185.1,181,61,4.575328614762386,GCA_011601185.1,Elizabethkingia,Weeksellaceae,4285508.0,100.0,False,Non_marine,GCA_011601185.1_merops.txt,3.0,GCA_011601185.1,291,7.355915065722953,1.2882562277580072,7.000336949551838e-07,0.04223536626229609,0.06790326841065283,0.0007000336949551839
2018,GCA_002422665.1,58,2.539404553415061,2284,GCA_002422665.1,105,28,4.597197898423818,GCA_002422665.1,Cloacibacterium,Weeksellaceae,2492276.0,76.31,True,Non_marine,GCA_002422665.1_merops.txt,1.0,GCA_002422665.1,174,7.618213660245184,1.2883435582822085,4.012396700846937e-07,0.042130165358892836,0.0698157025947367,0.0004012396700846937
308,GCA_002686575.1,74,2.2208883553421366,3332,GCA_002686575.1,134,42,4.021608643457383,GCA_002686575.1,Polaribacter,Flavobacteriaceae,3480919.0,98.94,True,Marine,GCA_002686575.1_merops.txt,2.0,GCA_002686575.1,215,6.452581032412966,1.2884615384615385,5.745609133679928e-07,0.038495581195655514,0.06176529818705922,0.0005745609133679928
1346,GCA_003984855.1,75,2.5100401606425704,2988,GCA_003984855.1,136,35,4.551539491298527,GCA_003984855.1,Flavobacterium,Flavobacteriaceae,3374143.0,98.94,False,Non_marine,GCA_003984855.1_merops.txt,3.0,GCA_003984855.1,230,7.697456492637215,1.2890995260663507,8.891146581517144e-07,0.040306531169544385,0.06816545712496477,0.0008891146581517144
2408,GCA_003968755.1,75,2.562350529552443,2927,GCA_003968755.1,136,34,4.646395626921763,GCA_003968755.1,Flavobacterium,Flavobacteriaceae,3386245.0,98.94,False,Non_marine,GCA_003968755.1_merops.txt,3.0,GCA_003968755.1,225,7.6870515886573285,1.2890995260663507,8.859370777956114e-07,0.04016248086006771,0.06644528083467086,0.0008859370777956114
1074,GCA_900446865.1,92,2.015334063526834,4565,GCA_900446865.1,167,44,3.658269441401971,GCA_900446865.1,Chryseobacterium,Weeksellaceae,4825462.0,100.0,False,Unclassified,GCA_900446865.1_merops.txt,3.0,GCA_900446865.1,318,6.966046002190581,1.2895752895752897,6.217021292468991e-07,0.034608085194744044,0.0659004257001713,0.0006217021292468991
171,GCA_000355905.1,65,2.184873949579832,2975,GCA_000355905.1,118,23,3.966386554621849,GCA_000355905.1,Psychroflexus,Flavobacteriaceae,3311768.0,99.62,False,Marine,GCA_000355905.1_merops.txt,3.0,GCA_000355905.1,218,7.3277310924369745,1.289617486338798,9.058605554495363e-07,0.03563051518101509,0.06582586702933298,0.0009058605554495363
583,GCA_004010215.1,65,2.3297491039426523,2790,GCA_004010215.1,118,13,4.229390681003585,GCA_004010215.1,Flavobacterium,Flavobacteriaceae,3357658.0,99.35,False,Non_marine,GCA_004010215.1_merops.txt,4.0,GCA_004010215.1,226,8.100358422939067,1.289617486338798,1.1913065595126126e-06,0.03514354350562207,0.06730882061246261,0.0011913065595126125
2363,GCA_004328965.1,109,2.5847759070429217,4217,GCA_004328965.1,198,60,4.695281005454114,GCA_004328965.1,Chryseobacterium,Weeksellaceae,4715692.0,100.0,False,Non_marine,GCA_004328965.1_merops.txt,11.0,GCA_004328965.1,358,8.489447474507944,1.289902280130293,2.332637500498336e-06,0.04198747500897006,0.0759167477434913,0.002332637500498336
608,GCA_003970375.1,72,2.5043478260869567,2875,GCA_003970375.1,131,29,4.556521739130435,GCA_003970375.1,Flavobacterium,Flavobacteriaceae,3305600.0,98.94,False,Non_marine,GCA_003970375.1_merops.txt,3.0,GCA_003970375.1,236,8.208695652173912,1.29064039408867,9.075508228460794e-07,0.0396297192642788,0.07139399806389159,0.0009075508228460794
