Genome,BGC_full,Similarity2
GCA_902705265.1,GCA_902705265.1_contig34.region001,1
GCA_902705275.1,GCA_902705275.1_contig23.region001,1
GCA_902705285.1,GCA_902705285.1_contig45.region001,1
GCA_902705305.1,GCA_902705305.1_contig34.region001,1
GCA_902705315.1,GCA_902705315.1_contig113.region001,1
GCA_902705345.1,GCA_902705345.1_contig022.region001,1
GCA_902705355.1,GCA_902705355.1_contig34.region001,1
GCA_902705365.1,GCA_902705365.1_contig60.region001,1
GCA_902705375.1,GCA_902705375.1_contig34.region001,1
GCA_902705385.1,GCA_902705385.1_contig021.region001,1
GCA_902705395.1,GCA_902705395.1_contig02.region001,1
GCA_902705415.1,GCA_902705415.1_contig34.region001,1
GCA_902705425.1,GCA_902705425.1_contig052.region001,1
GCA_902705435.1,GCA_902705435.1_contig035.region001,1
GCA_902705445.1,GCA_902705445.1_contig56.region001,1
GCA_902705465.1,GCA_902705465.1_contig046.region001,1
GCA_902705495.1,GCA_902705495.1_contig01.region001,1
GCA_902705515.1,GCA_902705515.1_contig090.region001,1
GCA_902705525.1,GCA_902705525.1_contig129.region001,1
GCA_902705535.1,GCA_902705535.1_contig037.region001,1
GCA_902705555.1,GCA_902705555.1_contig23.region001,1
GCA_902705565.1,GCA_902705565.1_contig34.region001,1
GCA_000520975.1,GCA_000520975.1_contig001.region001,1
GCA_000520995.1,GCA_000520995.1_contig042.region001,1
GCA_000626715.1,GCA_000626715.1_contig05.region001,1
GCA_001401755.1,GCA_001401755.1_contig05.region001,1
GCA_002846555.1,GCA_002846555.1_contig1.region008,1
GCA_002895435.1,GCA_002895435.1_contig01.region001,1
GCA_007489275.1,GCA_007489275.1_contig239.region001,1
GCA_900089995.1,GCA_900089995.1_contig02.region002,1
GCA_900299475.1,GCA_900299475.1_contig092.region001,1
GCA_900299485.1,GCA_900299485.1_contig16.region001,1
GCA_900299525.1,GCA_900299525.1_contig35.region001,1
GCA_900312735.1,GCA_900312735.1_contig26.region002,1
GCA_900312745.1,GCA_900312745.1_contig10.region001,1
GCA_900624725.1,GCA_900624725.1_contig032.region001,1
GCA_900312815.1,GCA_900312815.1_contig10.region001,1
GCA_900142785.1,GCA_900142785.1_contig14.region001,1
GCA_900198195.1,GCA_900198195.1_contig1.region002,1
GCA_000154725.1,GCA_000154725.1_contig1.region002,0
GCA_000154725.1,GCA_000154725.1_contig1.region005,0
GCA_000171875.1,GCA_000171875.1_contig5.region002,0
GCA_000283015.1,GCA_000283015.1_contig06.region001,0
GCA_900141715.1,GCA_900141715.1_contig08.region001,0
GCA_000335775.1,GCA_000335775.1_contig04.region001,0
GCA_001853485.1,GCA_001853485.1_contig22.region001,0
GCA_002217445.1,GCA_002217445.1_contig19.region001,0
GCA_002217475.1,GCA_002217475.1_contig016.region001,0
GCA_000335775.1,GCA_000335775.1_contig10.region001,0
GCA_000335775.1,GCA_000335775.1_contig44.region001,0
GCA_000335775.1,GCA_000335775.1_contig59.region001,0
GCA_000335775.1,GCA_000335775.1_contig64.region001,0
GCA_000424985.1,GCA_000424985.1_contig039.region001,0
GCA_000425425.1,GCA_000425425.1_contig06.region001,0
GCA_000429545.1,GCA_000429545.1_contig17.region001,0
GCA_000430545.1,GCA_000430545.1_contig11.region001,0
GCA_000430545.1,GCA_000430545.1_contig19.region001,0
GCA_000430545.1,GCA_000430545.1_contig27.region001,0
GCA_000430645.1,GCA_000430645.1_contig04.region002,0
GCA_003443695.1,GCA_003443695.1_contig1.region005,0
GCA_000430665.1,GCA_000430665.1_contig003.region001,0
GCA_000430665.1,GCA_000430665.1_contig039.region001,0
GCA_000430665.1,GCA_000430665.1_contig045.region001,0
GCA_000430665.1,GCA_000430665.1_contig069.region001,0
GCA_000430665.1,GCA_000430665.1_contig074.region001,0
GCA_000430665.1,GCA_000430665.1_contig084.region001,0
GCA_000430665.1,GCA_000430665.1_contig096.region001,0
GCA_000430665.1,GCA_000430665.1_contig098.region001,0
GCA_000430845.1,GCA_000430845.1_contig17.region001,0
GCA_000520955.1,GCA_000520955.1_contig011.region001,0
GCA_000520955.1,GCA_000520955.1_contig023.region001,0
GCA_000520955.1,GCA_000520955.1_contig032.region001,0
GCA_000520975.1,GCA_000520975.1_contig015.region001,0
GCA_000520975.1,GCA_000520975.1_contig104.region001,0
GCA_000520975.1,GCA_000520975.1_contig109.region001,0
GCA_000626715.1,GCA_000626715.1_contig03.region001,0
GCA_000695795.1,GCA_000695795.1_contig32.region001,0
GCA_000737705.1,GCA_000737705.1_contig02.region001,0
GCA_000737785.1,GCA_000737785.1_contig07.region001,0
GCA_000738495.1,GCA_000738495.1_contig38.region001,0
GCA_000744275.1,GCA_000744275.1_contig4.region001,0
GCA_000744275.1,GCA_000744275.1_contig5.region001,0
GCA_000744275.1,GCA_000744275.1_contig5.region005,0
GCA_000744275.1,GCA_000744275.1_contig7.region001,0
GCA_000745775.1,GCA_000745775.1_contig12.region001,0
GCA_009674815.1,GCA_009674815.1_contig21.region001,0
GCA_000745775.1,GCA_000745775.1_contig15.region001,0
GCA_000745775.1,GCA_000745775.1_contig16.region001,0
GCA_009674815.1,GCA_009674815.1_contig24.region001,0
GCA_000789235.1,GCA_000789235.1_contig1.region002,0
GCA_000799465.1,GCA_000799465.1_contig1.region001,0
GCA_000826655.1,GCA_000826655.1_contig024.region001,0
GCA_000828715.1,GCA_000828715.1_contig1.region002,0
GCA_000829375.1,GCA_000829375.1_contig1.region008,0
GCA_000943565.1,GCA_000943565.1_contig15.region001,0
GCA_001005305.1,GCA_001005305.1_contig05.region001,0
GCA_001005305.1,GCA_001005305.1_contig06.region001,0
GCA_001005315.1,GCA_001005315.1_contig012.region001,0
GCA_001005315.1,GCA_001005315.1_contig026.region001,0
GCA_001005305.1,GCA_001005305.1_contig43.region001,0
GCA_001005315.1,GCA_001005315.1_contig134.region001,0
GCA_003054265.1,GCA_003054265.1_contig14.region001,0
GCA_003352465.1,GCA_003352465.1_contig1.region009,0
GCA_006383075.2,GCA_006383075.2_contig08.region001,0
GCA_001005315.1,GCA_001005315.1_contig146.region001,0
GCA_001005315.1,GCA_001005315.1_contig156.region001,0
GCA_001005315.1,GCA_001005315.1_contig174.region001,0
GCA_001005315.1,GCA_001005315.1_contig177.region001,0
GCA_001005315.1,GCA_001005315.1_contig183.region001,0
GCA_001005315.1,GCA_001005315.1_contig199.region001,0
GCA_001020565.1,GCA_001020565.1_contig1.region001,0
GCA_001021975.1,GCA_001021975.1_contig1.region006,0
GCA_012273615.1,GCA_012273615.1_contig1.region007,0
GCA_000738495.1,GCA_000738495.1_contig04.region003,0
GCA_001021975.1,GCA_001021975.1_contig1.region010,0
GCA_012273615.1,GCA_012273615.1_contig1.region003,0
GCA_001027725.1,GCA_001027725.1_contig36.region001,0
GCA_001045465.1,GCA_001045465.1_contig03.region003,0
GCA_000737715.1,GCA_000737715.1_contig27.region001,0
GCA_001045465.1,GCA_001045465.1_contig11.region001,0
GCA_001401755.1,GCA_001401755.1_contig02.region001,0
GCA_001401755.1,GCA_001401755.1_contig03.region001,0
GCA_001401755.1,GCA_001401755.1_contig05.region002,0
GCA_001401755.1,GCA_001401755.1_contig09.region001,0
GCA_001401755.1,GCA_001401755.1_contig12.region001,0
GCA_001401755.1,GCA_001401755.1_contig22.region001,0
GCA_001401755.1,GCA_001401755.1_contig29.region001,0
GCA_001401755.1,GCA_001401755.1_contig48.region001,0
GCA_001401755.1,GCA_001401755.1_contig52.region001,0
GCA_001401755.1,GCA_001401755.1_contig55.region001,0
GCA_001404985.1,GCA_001404985.1_contig12.region001,0
GCA_001404985.1,GCA_001404985.1_contig15.region001,0
GCA_001422725.1,GCA_001422725.1_contig08.region001,0
GCA_001975985.1,GCA_001975985.1_contig03.region001,0
GCA_001422725.1,GCA_001422725.1_contig11.region001,0
GCA_001975985.1,GCA_001975985.1_contig04.region001,0
GCA_001549985.1,GCA_001549985.1_contig01.region001,0
GCA_001602525.1,GCA_001602525.1_contig01.region002,0
GCA_900142685.1,GCA_900142685.1_contig19.region003,0
GCA_001648155.1,GCA_001648155.1_contig1.region001,0
GCA_001678675.1,GCA_001678675.1_contig001.region001,0
GCA_003259265.1,GCA_003259265.1_contig11.region001,0
GCA_001686925.1,GCA_001686925.1_contig21.region001,0
GCA_002222045.1,GCA_002222045.1_contig035.region001,0
GCA_003633595.1,GCA_003633595.1_contig04.region001,0
GCA_001747085.1,GCA_001747085.1_contig07.region001,0
GCA_001747085.1,GCA_001747085.1_contig48.region001,0
GCA_001853485.1,GCA_001853485.1_contig10.region001,0
GCA_002217445.1,GCA_002217445.1_contig58.region001,0
GCA_002217445.1,GCA_002217445.1_contig02.region001,0
GCA_002217445.1,GCA_002217445.1_contig59.region001,0
GCA_001853485.1,GCA_001853485.1_contig15.region001,0
GCA_002217445.1,GCA_002217445.1_contig04.region001,0
GCA_001936575.1,GCA_001936575.1_contig007.region001,0
GCA_001936575.1,GCA_001936575.1_contig010.region001,0
GCA_001936575.1,GCA_001936575.1_contig023.region001,0
GCA_001936575.1,GCA_001936575.1_contig062.region001,0
GCA_001936575.1,GCA_001936575.1_contig076.region001,0
GCA_001936575.1,GCA_001936575.1_contig084.region001,0
GCA_001936575.1,GCA_001936575.1_contig086.region001,0
GCA_001936575.1,GCA_001936575.1_contig087.region001,0
GCA_001936575.1,GCA_001936575.1_contig089.region001,0
GCA_001936575.1,GCA_001936575.1_contig090.region001,0
GCA_001936575.1,GCA_001936575.1_contig097.region001,0
GCA_001975985.1,GCA_001975985.1_contig10.region001,0
GCA_001975985.1,GCA_001975985.1_contig12.region001,0
GCA_001975985.1,GCA_001975985.1_contig18.region001,0
GCA_002167435.2,GCA_002167435.2_contig126.region001,0
GCA_002217285.1,GCA_002217285.1_contig024.region001,0
GCA_001422725.1,GCA_001422725.1_contig13.region001,0
GCA_002217365.1,GCA_002217365.1_contig01.region001,0
GCA_900142715.1,GCA_900142715.1_contig06.region001,0
GCA_001853485.1,GCA_001853485.1_contig12.region001,0
GCA_002217445.1,GCA_002217445.1_contig03.region001,0
GCA_001853485.1,GCA_001853485.1_contig05.region001,0
GCA_002217445.1,GCA_002217445.1_contig14.region001,0
GCA_002217445.1,GCA_002217445.1_contig15.region001,0
GCA_000335775.1,GCA_000335775.1_contig09.region001,0
GCA_001853485.1,GCA_001853485.1_contig07.region001,0
GCA_002217445.1,GCA_002217445.1_contig32.region001,0
GCA_002217475.1,GCA_002217475.1_contig013.region001,0
GCA_001853485.1,GCA_001853485.1_contig29.region001,0
GCA_002217445.1,GCA_002217445.1_contig34.region001,0
GCA_002217475.1,GCA_002217475.1_contig012.region001,0
GCA_002217445.1,GCA_002217445.1_contig50.region001,0
GCA_002217445.1,GCA_002217445.1_contig56.region001,0
GCA_001853485.1,GCA_001853485.1_contig08.region001,0
GCA_002217445.1,GCA_002217445.1_contig35.region001,0
GCA_002217475.1,GCA_002217475.1_contig026.region001,0
GCA_002222055.1,GCA_002222055.1_contig133.region001,0
GCA_000737775.1,GCA_000737775.1_contig05.region001,0
GCA_002285635.2,GCA_002285635.2_contig1.region005,0
GCA_002291725.1,GCA_002291725.1_contig011.region001,0
GCA_002304765.1,GCA_002304765.1_contig140.region001,0
GCA_002311535.1,GCA_002311535.1_contig33.region001,0
GCA_000423005.1,GCA_000423005.1_contig15.region001,0
GCA_002426755.1,GCA_002426755.1_contig32.region001,0
GCA_002426835.1,GCA_002426835.1_contig082.region001,0
GCA_009746565.1,GCA_009746565.1_contig36.region001,0
GCA_002439165.1,GCA_002439165.1_contig26.region001,0
GCA_002455915.1,GCA_002455915.1_contig016.region001,0
GCA_002476825.1,GCA_002476825.1_contig087.region001,0
GCA_002696215.1,GCA_002696215.1_contig092.region001,0
GCA_002696215.1,GCA_002696215.1_contig160.region001,0
GCA_002697475.1,GCA_002697475.1_contig019.region001,0
GCA_002697475.1,GCA_002697475.1_contig114.region001,0
GCA_002697475.1,GCA_002697475.1_contig115.region001,0
GCA_002697475.1,GCA_002697475.1_contig144.region001,0
GCA_002699205.1,GCA_002699205.1_contig05.region001,0
GCA_002711825.1,GCA_002711825.1_contig130.region001,0
GCA_002700005.1,GCA_002700005.1_contig0447.region001,0
GCA_003387615.1,GCA_003387615.1_contig02.region001,0
GCA_002711825.1,GCA_002711825.1_contig001.region001,0
GCA_002733415.1,GCA_002733415.1_contig93.region001,0
GCA_002733585.1,GCA_002733585.1_contig017.region001,0
GCA_002742365.1,GCA_002742365.1_contig18.region001,0
GCA_001404985.1,GCA_001404985.1_contig04.region001,0
GCA_001975985.1,GCA_001975985.1_contig23.region001,0
GCA_002754195.1,GCA_002754195.1_contig1.region004,0
GCA_002754245.1,GCA_002754245.1_contig1.region003,0
GCA_002754245.1,GCA_002754245.1_contig1.region007,0
GCA_002770595.1,GCA_002770595.1_contig1.region005,0
GCA_002797535.1,GCA_002797535.1_contig3.region001,0
GCA_002813285.1,GCA_002813285.1_contig1.region001,0
GCA_002835665.1,GCA_002835665.1_contig28.region001,0
GCA_002843175.1,GCA_002843175.1_contig22.region001,0
GCA_002846555.1,GCA_002846555.1_contig1.region002,0
GCA_002846555.1,GCA_002846555.1_contig1.region004,0
GCA_002895435.1,GCA_002895435.1_contig36.region001,0
GCA_002895435.1,GCA_002895435.1_contig37.region001,0
GCA_002899825.2,GCA_002899825.2_contig066.region002,0
GCA_002899875.1,GCA_002899875.1_contig01.region002,0
GCA_002916795.1,GCA_002916795.1_contig113.region001,0
GCA_002916795.1,GCA_002916795.1_contig132.region001,0
GCA_002916795.1,GCA_002916795.1_contig123.region001,0
GCA_002920895.1,GCA_002920895.1_contig19.region001,0
GCA_002924285.1,GCA_002924285.1_contig002.region001,0
GCA_002924285.1,GCA_002924285.1_contig049.region001,0
GCA_900299535.1,GCA_900299535.1_contig57.region001,0
GCA_002924285.1,GCA_002924285.1_contig062.region001,0
GCA_002924285.1,GCA_002924285.1_contig192.region001,0
GCA_002943655.1,GCA_002943655.1_contig34.region001,0
GCA_002954325.1,GCA_002954325.1_contig1.region002,0
GCA_003054265.1,GCA_003054265.1_contig02.region002,0
GCA_003054265.1,GCA_003054265.1_contig04.region001,0
GCA_003054265.1,GCA_003054265.1_contig14.region002,0
GCA_003054265.1,GCA_003054265.1_contig15.region001,0
GCA_003054265.1,GCA_003054265.1_contig25.region001,0
GCA_003061345.1,GCA_003061345.1_contig0865.region001,0
GCA_003143755.1,GCA_003143755.1_contig04.region001,0
GCA_003148525.1,GCA_003148525.1_contig36.region001,0
GCA_003217215.1,GCA_003217215.1_contig02.region001,0
GCA_003232435.1,GCA_003232435.1_contig165.region001,0
GCA_003232435.1,GCA_003232435.1_contig223.region001,0
GCA_003243255.1,GCA_003243255.1_contig102.region001,0
GCA_003243255.1,GCA_003243255.1_contig626.region001,0
GCA_003254015.1,GCA_003254015.1_contig04.region001,0
GCA_003254015.1,GCA_003254015.1_contig10.region001,0
GCA_003254015.1,GCA_003254015.1_contig11.region001,0
GCA_003254015.1,GCA_003254015.1_contig15.region001,0
GCA_003254015.1,GCA_003254015.1_contig21.region001,0
GCA_003254565.1,GCA_003254565.1_contig047.region001,0
GCA_900182675.1,GCA_900182675.1_contig20.region001,0
GCA_003254625.1,GCA_003254625.1_contig39.region001,0
GCA_001678675.1,GCA_001678675.1_contig027.region001,0
GCA_003259265.1,GCA_003259265.1_contig05.region001,0
GCA_003318185.1,GCA_003318185.1_contig02.region001,0
GCA_900105985.1,GCA_900105985.1_contig1.region002,0
GCA_003318185.1,GCA_003318185.1_contig03.region001,0
GCA_003318185.1,GCA_003318185.1_contig08.region001,0
GCA_003318185.1,GCA_003318185.1_contig16.region001,0
GCA_003318185.1,GCA_003318185.1_contig25.region001,0
GCA_003337305.1,GCA_003337305.1_contig02.region001,0
GCA_003347605.1,GCA_003347605.1_contig37.region001,0
GCA_003352465.1,GCA_003352465.1_contig1.region001,0
GCA_003352465.1,GCA_003352465.1_contig1.region006,0
GCA_003384725.1,GCA_003384725.1_contig09.region001,0
GCA_003384725.1,GCA_003384725.1_contig30.region001,0
GCA_003385115.1,GCA_003385115.1_contig16.region001,0
GCA_003385455.1,GCA_003385455.1_contig18.region001,0
GCA_003385455.1,GCA_003385455.1_contig47.region001,0
GCA_003385455.1,GCA_003385455.1_contig56.region001,0
GCA_007991415.1,GCA_007991415.1_contig068.region001,0
GCA_003385495.1,GCA_003385495.1_contig10.region003,0
GCA_003385515.1,GCA_003385515.1_contig08.region001,0
GCA_003385515.1,GCA_003385515.1_contig55.region001,0
GCA_003455795.1,GCA_003455795.1_contig387.region001,0
GCA_003507755.1,GCA_003507755.1_contig475.region001,0
GCA_003513105.1,GCA_003513105.1_contig415.region001,0
GCA_003515005.1,GCA_003515005.1_contig43.region001,0
GCA_003564185.1,GCA_003564185.1_contig045.region001,0
GCA_003626845.1,GCA_003626845.1_contig099.region001,0
GCA_003626845.1,GCA_003626845.1_contig119.region001,0
GCA_003626845.1,GCA_003626845.1_contig229.region001,0
GCA_003626845.1,GCA_003626845.1_contig450.region001,0
GCA_003626865.1,GCA_003626865.1_contig067.region001,0
GCA_003443675.1,GCA_003443675.1_contig1.region005,0
GCA_003626865.1,GCA_003626865.1_contig089.region001,0
GCA_003626865.1,GCA_003626865.1_contig276.region001,0
GCA_002754195.1,GCA_002754195.1_contig1.region002,0
GCA_003687485.1,GCA_003687485.1_contig1.region002,0
GCA_003709475.1,GCA_003709475.1_contig08.region001,0
GCA_003709475.1,GCA_003709475.1_contig10.region001,0
GCA_003709475.1,GCA_003709475.1_contig13.region001,0
GCA_003709475.1,GCA_003709475.1_contig13.region002,0
GCA_003710065.1,GCA_003710065.1_contig2.region004,0
GCA_902728265.1,GCA_902728265.1_contig027.region001,0
GCA_902729325.1,GCA_902729325.1_contig012.region001,0
GCA_003709475.1,GCA_003709475.1_contig14.region002,0
GCA_003710065.1,GCA_003710065.1_contig2.region003,0
GCA_003710065.1,GCA_003710065.1_contig2.region007,0
GCA_003710065.1,GCA_003710065.1_contig2.region008,0
GCA_003710065.1,GCA_003710065.1_contig2.region009,0
GCA_003709475.1,GCA_003709475.1_contig14.region003,0
GCA_003710065.1,GCA_003710065.1_contig2.region010,0
GCA_003709475.1,GCA_003709475.1_contig14.region006,0
GCA_003710065.1,GCA_003710065.1_contig2.region014,0
GCA_902728265.1,GCA_902728265.1_contig005.region001,0
GCA_902729325.1,GCA_902729325.1_contig070.region001,0
GCA_003709475.1,GCA_003709475.1_contig15.region001,0
GCA_003710065.1,GCA_003710065.1_contig2.region015,0
GCA_003725735.1,GCA_003725735.1_contig052.region001,0
GCA_003725735.1,GCA_003725735.1_contig059.region001,0
GCA_003725735.1,GCA_003725735.1_contig198.region001,0
GCA_003725735.1,GCA_003725735.1_contig219.region001,0
GCA_003729935.1,GCA_003729935.1_contig09.region001,0
GCA_003755145.1,GCA_003755145.1_contig02.region002,0
GCA_003812705.1,GCA_003812705.1_contig1.region004,0
GCA_003815655.1,GCA_003815655.1_contig1.region007,0
GCA_003852675.1,GCA_003852675.1_contig65.region001,0
GCA_013373485.1,GCA_013373485.1_contig10.region001,0
GCA_002700005.1,GCA_002700005.1_contig0643.region003,0
GCA_003387615.1,GCA_003387615.1_contig01.region001,0
GCA_003867015.1,GCA_003867015.1_contig1.region004,0
GCA_003937815.1,GCA_003937815.1_contig16.region002,0
GCA_002700005.1,GCA_002700005.1_contig0457.region001,0
GCA_003867015.1,GCA_003867015.1_contig1.region005,0
GCA_003937815.1,GCA_003937815.1_contig18.region001,0
GCA_003515005.1,GCA_003515005.1_contig11.region001,0
GCA_003815695.1,GCA_003815695.1_contig1.region005,0
GCA_003815855.1,GCA_003815855.1_contig1.region002,0
GCA_003971235.1,GCA_003971235.1_contig1.region005,0
GCA_900446825.1,GCA_900446825.1_contig1.region002,0
GCA_003973595.1,GCA_003973595.1_contig233.region001,0
GCA_003996965.1,GCA_003996965.1_contig276.region001,0
GCA_004104075.1,GCA_004104075.1_contig28.region001,0
GCA_004115975.1,GCA_004115975.1_contig40.region001,0
GCA_004216895.1,GCA_004216895.1_contig02.region003,0
GCA_004310325.1,GCA_004310325.1_contig34.region001,0
GCA_004310335.1,GCA_004310335.1_contig01.region001,0
GCA_004328055.1,GCA_004328055.1_contig10.region001,0
GCA_000143785.1,GCA_000143785.1_contig1.region002,0
GCA_002294525.1,GCA_002294525.1_contig08.region002,0
GCA_002390905.1,GCA_002390905.1_contig161.region001,0
GCA_004137745.1,GCA_004137745.1_contig1.region003,0
GCA_004328965.1,GCA_004328965.1_contig1.region007,0
GCA_008274625.1,GCA_008274625.1_contig01.region005,0
GCA_009648535.1,GCA_009648535.1_contig1.region002,0
GCA_900636535.1,GCA_900636535.1_contig1.region006,0
GCA_004337695.1,GCA_004337695.1_contig073.region001,0
GCA_004345565.1,GCA_004345565.1_contig21.region001,0
GCA_004349355.1,GCA_004349355.1_contig24.region001,0
GCA_004349355.1,GCA_004349355.1_contig31.region002,0
GCA_003061345.1,GCA_003061345.1_contig0885.region001,0
GCA_004349355.1,GCA_004349355.1_contig36.region001,0
GCA_004355225.1,GCA_004355225.1_contig1.region003,0
GCA_004362015.1,GCA_004362015.1_contig05.region001,0
GCA_004368785.1,GCA_004368785.1_contig12.region001,0
GCA_004368785.1,GCA_004368785.1_contig13.region001,0
GCA_004368785.1,GCA_004368785.1_contig17.region001,0
GCA_004368785.1,GCA_004368785.1_contig18.region001,0
